month,gc_id,fmv,segment,manufacturer,model_name,model_number,condition,region,launch_year,type,connector,interface,ports,dataTransferRate,fill_method,gap_filled,is_synthetic,speed_gbps,ports_n,adapter_type_enc,connector_enc,interface_enc,manufacturer_enc,condition_enc,fmv_lag_1m,fmv_lag_2m,fmv_lag_3m,fmv_lag_6m,fmv_lag_12m,roll_mean_3m,roll_std_3m,roll_mean_6m,roll_std_6m,roll_mean_12m,roll_std_12m,mom_1m,mom_3m,mom_6m,mom_12m,vol_ratio_3_6,pct_from_roll_mean_12,trend_slope_pct,trend_r2,month_sin,month_cos,months_elapsed,fmv_lead_4m,ea1_supply_pressure_index,ea3_new_tariff_action,ea3_policy_risk_index
2022-11-01,50962,42.35266336234277,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,40.53556898514594,54.08481790548761,69.30947299198333,49.12458562223944,,54.64328662753896,14.395079139546443,50.61908096569269,10.216776240023547,69.07012904213049,31.166148175276494,4.4827158534833655,-38.89339864517296,-13.785199761218792,,1.4089649025643403,-38.68165015804582,-10.034525,0.620542,-0.5000000000000004,0.8660254037844384,11.0,22.47236418792408,0.0,0.0,0.0
2022-12-01,50962,50.01466534399733,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,42.35266336234277,40.53556898514594,54.08481790548761,44.73359825938492,123.009238882261,45.657683417658774,7.354447956908487,49.4904272557099,10.773760459306407,66.84367356881485,30.70034889568943,18.090956679874637,-7.525499241955124,11.805594206820746,-59.340724486663035,0.6826259025051641,-25.17666568324112,-7.902685,0.467525,-2.4492935982947064e-16,1.0,12.0,28.74484743335782,0.0,0.0,0.0
2023-01-01,50962,41.07924363629999,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,50.01466534399733,42.35266336234277,40.53556898514594,45.92644202991488,117.6923693166838,44.30096589716201,5.030927252553387,50.3706051031453,10.520158719209592,60.760792440626204,25.32022749162409,-17.865603311029155,1.3412286166583076,-10.5542649928283,-65.0960857744609,0.4782178089544427,-32.39185667889122,-5.46362,0.340273,0.49999999999999994,0.8660254037844387,13.0,21.96247532577859,0.0,0.0,0.0
2023-02-01,50962,32.2019751653171,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,41.07924363629999,50.01466534399733,42.35266336234277,69.30947299198333,105.465588529932,44.482190780880025,4.833384481222587,49.562738704209494,11.09983442364564,54.37636530059422,18.363207091082124,-21.610106918177095,-23.96705989935688,-53.53885439434558,-69.46684163604898,0.4354465388173876,-40.77946367451449,-3.110645,0.281932,0.8660254037844386,0.5000000000000001,14.0,44.52416667,0.0,0.0,0.0
2023-03-01,50962,22.47236418792408,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,32.2019751653171,41.07924363629999,50.01466534399733,54.08481790548761,63.64840289551329,41.09862804853814,8.906360910438712,43.37815573309846,7.720101263892811,48.271064186876316,10.196164826202788,-30.214329796366734,-55.06845035678886,-58.4497737845874,-64.69296452761708,1.1536585604251177,-53.44547594615959,-4.002766,0.321826,1.0,6.123233995736766e-17,14.9,72.1948,0.0,0.0,0.0
2023-04-01,50962,28.74484743335782,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,22.47236418792408,32.2019751653171,41.07924363629999,40.53556898514594,46.2413340448892,31.917860996513724,9.306692825450073,38.10941344683787,9.527449304050167,44.83972762791055,11.407338458199527,27.911986442460602,-30.025860047829088,-29.08734685853004,-37.8373309787008,0.9768294250060979,-35.89424166023357,-5.417387,0.474946,0.8660254037844387,-0.4999999999999998,16.0,81.51094737566402,0.0,0.0,0.0
2023-05-01,50962,21.96247532577859,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,bootstrap,True,True,10.0,2,2,0,1,1,0,28.74484743335782,22.47236418792408,32.2019751653171,42.35266336234277,49.12458562223944,27.806395595533,4.932225798945991,36.14429318820651,10.12422966299849,43.381687076949596,12.295494957130474,-23.595088209473047,-31.797738452288748,-48.14381533014475,-55.29229397543081,0.4871704774706993,-49.37385610010515,-7.084285,0.598521,0.49999999999999994,-0.8660254037844387,17.0,81.0,0.0,0.0,0.0
2023-06-01,50962,44.52416667,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,21.96247532577859,28.74484743335782,22.47236418792408,50.01466534399733,44.73359825938492,24.393228982353495,3.777225704174294,32.74592851544582,11.007151623515144,41.118177885577865,13.575684214050932,102.72836285325036,98.12853822441096,-10.97777749033022,-0.46817514694558193,0.3431610495947755,8.28341371035505,-6.368725,0.483659,1.2246467991473532e-16,-1.0,18.0,64.5,0.0,0.0,0.0
2023-07-01,50962,72.1948,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,44.52416667,21.96247532577859,28.74484743335782,41.07924363629999,45.92644202991488,31.74382980971214,11.575962186714367,31.83084540311293,9.39446958664537,41.10072525312912,13.570747486157885,62.147448002983595,151.15736017516443,75.7452027091475,57.19658830304082,1.2322102998949596,75.65334809877497,-2.777367,0.070991,-0.4999999999999997,-0.8660254037844388,19.0,81.00307121,0.0,0.0,0.0
2023-08-01,50962,81.51094737566402,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,True,False,10.0,2,2,0,1,1,0,72.1948,44.52416667,21.96247532577859,32.2019751653171,69.30947299198333,46.2271473319262,25.159426024757973,37.0167714637296,19.09781809660396,43.289755083969546,16.270075105749978,12.904180599799453,271.1373429751338,153.1240613571269,17.604338710080757,1.3173979298311522,88.29154200007937,3.273659,0.081677,-0.8660254037844384,-0.5000000000000004,20.0,85.291,0.0,0.0,0.0
2023-09-01,50962,81.0,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,81.51094737566402,72.1948,44.52416667,22.47236418792408,54.08481790548761,66.07663801522133,19.237448279234254,45.23493349878742,25.98058345586193,44.30654461594293,18.298773610600993,-0.6268450951860349,81.92367439540895,260.4427167637608,49.7647641923215,0.7404548212674478,82.81723547192071,7.102548,0.320725,-1.0,-1.8369701987210297e-16,21.0,75.841,0.0,0.0,0.0
2023-10-01,50962,64.5,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,81.0,81.51094737566402,72.1948,28.74484743335782,40.53556898514594,78.23524912522133,5.237416923538257,54.989539467466734,26.70222828946741,46.5494764571523,21.049125209068198,-20.370370370370374,-10.658385368475297,124.38804084640589,59.11951309635175,0.1961415679156685,38.56224582755669,7.669437,0.387789,-0.8660254037844386,0.5000000000000001,22.0,55.27171439,0.0,0.0,0.0
2023-11-01,50962,81.00307121,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,64.5,81.0,81.51094737566402,21.96247532577859,42.35266336234277,75.670315791888,9.677150043946378,60.9487315619071,23.467586817477322,48.54651237505681,21.557362749036475,25.586156914728676,-0.6230772454690503,268.8248706416173,91.2585060282718,0.41236238387917196,66.85662315799924,9.059826,0.52403,-0.5000000000000004,0.8660254037844384,23.0,55.3406094,0.0,0.0,0.0
2023-12-01,50962,85.291,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,81.00307121,64.5,81.0,44.52416667,50.01466534399733,75.50102373666667,9.52716614734467,70.78883087594402,14.52529649632338,51.767379695694906,23.359824458160826,5.2935385361915,5.2975308641975305,91.56113719578795,70.53198179648817,0.6559016643657615,64.75819425547049,10.784228,0.709074,-2.4492935982947064e-16,1.0,24.0,45.99075891371509,0.0,0.0,0.0
2024-01-01,50962,75.841,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,85.291,81.00307121,64.5,72.1948,41.07924363629999,76.93135707,10.977274811099832,77.58330309761067,7.725443655302225,54.70707425036179,25.26145977155478,-11.079715327525763,17.58294573643411,5.050502252239775,84.62121813017636,1.4209248427520105,38.63106561487967,10.577641,0.739445,0.49999999999999994,0.8660254037844387,25.0,38.9,0.0,0.0,0.0
2024-02-01,50962,55.27171439,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,75.841,85.291,81.00307121,81.51094737566402,32.2019751653171,80.71169040333332,4.731733517525069,78.19100309761068,7.351139463610127,57.60388728067013,25.548139212161054,-27.121590709510677,-31.76590274372635,-32.191053877381414,71.64075838903815,0.6436734795943221,-4.048638036017972,8.145636,0.517589,0.8660254037844386,0.5000000000000001,26.0,37.3125,0.0,0.0,0.0
2024-03-01,50962,55.3406094,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,55.27171439,75.841,85.291,81.0,22.47236418792408,72.13457146333333,15.349025588184773,73.81779759999999,11.57340454641303,59.52636554939371,24.30041602373929,0.12464786149724016,-35.11553458160884,-31.67826,146.26073579627302,1.326232529644177,-7.031768378199506,4.823768,0.255447,1.0,6.123233995736766e-17,27.0,35.6,0.0,0.0,0.0
2024-04-01,50962,45.99075891371509,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,True,False,10.0,2,2,0,1,1,0,55.3406094,55.27171439,75.841,64.5,28.74484743335782,62.151107929999995,11.855844351913,69.54123249999999,13.036923426262002,62.26538598373336,21.426634127909992,-16.895098531901798,-39.3589761293824,-28.696497808193655,59.99653162306835,0.9094050769700927,-26.137518964822547,1.340495,0.025027,0.8660254037844387,-0.4999999999999998,28.0,26.72727273,0.0,0.0,0.0
2024-05-01,50962,38.9,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,45.99075891371509,55.3406094,55.27171439,81.00307121,21.96247532577859,52.20102756790502,5.378360735253023,66.45635898561919,16.259882997930657,63.70254527376314,19.46222217113877,-15.41779061967279,-29.620420807793945,-51.97712948543399,77.12029005373944,0.3307748730994872,-38.93493606444395,-3.067375,0.189168,0.49999999999999994,-0.8660254037844387,29.0,27.625,0.0,0.0,0.0
2024-06-01,50962,37.3125,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,38.9,45.99075891371509,55.3406094,85.291,44.52416667,46.74378943790503,8.246132462470728,59.439180450619176,17.743845648477386,65.11400566328159,16.557297698506602,-4.080976863753206,-32.57663693164896,-56.25271130599946,-16.19719628544819,0.4647319766996697,-42.69666008116457,-6.204143,0.68175,1.2246467991473532e-16,-1.0,30.0,29.49,0.0,0.0,0.0
2024-07-01,50962,35.6,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,37.3125,38.9,45.99075891371509,75.841,72.1948,40.73441963790503,4.620807937938743,51.44276378395252,14.225594038164793,64.5130334407816,17.477864998272718,-4.589614740368509,-22.59314514293962,-53.059690668635696,-50.68896928864683,0.3248235487067829,-44.81735224452237,-7.753141,0.80667,-0.4999999999999997,-0.8660254037844388,31.0,24.0,0.0,0.0,0.0
2024-08-01,50962,26.72727273,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,35.6,37.3125,38.9,55.27171439,81.51094737566402,37.270833333333336,1.6503945235407878,44.735930450619186,8.91815207749621,61.46346677411493,19.13015016074794,-24.923391207865176,-31.292358020565548,-51.643850701986516,-67.21020477553704,0.18506014577900531,-56.51518839927188,-9.12175,0.841019,-0.8660254037844384,-0.5000000000000004,32.0,25.23258621,0.0,0.0,0.0
2024-09-01,50962,27.625,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,26.72727273,35.6,37.3125,55.3406094,81.0,33.21325757666666,5.68191549003435,39.97852350728585,9.748627258450245,56.898160553642924,20.405406022694457,3.3588435268681494,-25.963149078726964,-50.08186519897628,-65.89506172839505,0.5828426238277996,-51.4483425629279,-9.953167,0.843771,-1.0,-1.8369701987210297e-16,33.0,18.685,0.0,0.0,0.0
2024-10-01,50962,29.49,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,27.625,26.72727273,35.6,45.99075891371509,64.5,29.984090910000003,4.884189261605647,35.35925527395252,7.263176896125264,52.45024388697626,20.491235945862805,6.751131221719442,-17.16292134831462,-35.87842276026094,-54.279069767441854,0.6724590811234747,-43.77528527122338,-11.21648,0.901071,-0.8660254037844386,0.5000000000000001,34.0,23.735,0.0,0.0,0.0
2024-11-01,50962,24.0,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,29.49,27.625,26.72727273,38.9,81.00307121,27.94742424333333,1.4093025000393655,32.60912878833333,5.287888176373431,49.532743886976256,21.102849351870812,-18.616480162767036,-10.20408164181591,-38.303341902313626,-70.37149376993356,0.266515185842281,-51.547202685231476,-11.404882,0.869637,-0.5000000000000004,0.8660254037844384,35.0,47.20089286,0.0,0.0,0.0
2024-12-01,50962,25.23258621,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,24.0,29.49,27.625,37.3125,85.291,27.038333333333338,2.791622885228824,30.125795455,5.241167390091961,44.78248795280959,19.747020695293717,5.135775875000004,-8.660321411764704,-32.37497833165829,-70.41588654137013,0.532633796529029,-43.65523809979177,-10.10119,0.84564,-2.4492935982947064e-16,1.0,36.0,30.76789916,0.0,0.0,0.0
2025-01-01,50962,18.685,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,25.23258621,24.0,29.49,35.6,75.841,26.240862070000002,2.8805364356997827,28.112476489999995,4.130937739159841,39.77762013697626,15.753982980857176,-25.948930305864202,-36.639538826720916,-47.51404494382023,-75.36293034110837,0.6973081216870706,-53.02635015454105,-9.110546,0.908273,0.49999999999999994,0.8660254037844387,37.0,27.92857143,0.0,0.0,0.0
2025-02-01,50962,23.735,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,18.685,25.23258621,24.0,26.72727273,55.27171439,22.639195403333332,3.4794486857945333,25.29330982333333,3.753700401313588,35.014620136976255,12.068610699852536,27.02702702702704,-1.1041666666666727,-11.195578240354187,-57.0576012306681,0.9269383045532665,-32.214029719159264,-8.346294,0.845234,0.8660254037844386,0.5000000000000001,38.0,19.93264706,0.0,0.0,0.0
2025-03-01,50962,47.20089286,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,23.735,18.685,25.23258621,27.625,55.3406094,22.550862069999997,3.430649832363246,24.794597701666664,3.7237381948823063,32.38656060447625,10.60087734985249,98.86620122182433,87.0632382553544,70.86296057918553,-14.708397013062157,0.9212918988445901,45.7422213999353,-3.43737,0.184004,1.0,6.123233995736766e-17,39.0,19.38315789,0.0,0.0,0.0
2025-04-01,50962,30.76789916,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,47.20089286,23.735,18.685,29.49,45.99075891371509,29.873630953333333,15.216804161408744,28.057246511666666,9.994926240125046,31.708250892809588,9.161279395285169,-34.815006039697195,64.66630537864597,4.333330484910136,-33.099822906326125,1.522452872170307,-2.9656373541021472,-1.56668,0.046407,0.8660254037844387,-0.4999999999999998,40.0,18.858235446313923,0.0,0.0,0.0
2025-05-01,50962,27.92857143,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,30.76789916,47.20089286,23.735,24.0,38.9,33.90126400666667,12.042653917471629,28.270229705000002,10.045052880950218,30.439679246666667,7.9818110242808125,-9.228214494707142,17.668301790604612,16.369047625,-28.204186555269917,1.1988641633046782,-8.249455575132735,-0.639833,0.008159,0.49999999999999994,-0.8660254037844387,41.0,18.34333333,0.0,0.0,0.0
2025-06-01,50962,19.93264706,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,27.92857143,30.76789916,47.20089286,25.23258621,37.3125,35.29912115,10.404545778999879,28.924991609999996,9.836920520522746,29.5253935325,7.540798090826445,-28.629908228714584,-57.7706143840941,-21.004343771545564,-46.57917035845895,1.0577035523762641,-32.48981749198638,-0.726236,0.009412,1.2246467991473532e-16,-1.0,42.0,19.80727273,0.0,0.0,0.0
2025-07-01,50962,19.38315789,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,19.93264706,27.92857143,30.76789916,18.685,35.6,26.20970588333334,5.61841134959668,28.041668418333334,10.453438384931113,28.077072454166668,7.578139281757493,-2.7567295419718363,-37.002010474607914,3.736461814289549,-45.552927275280894,0.5374701741864913,-30.96446247506293,-0.734634,0.008767,-0.4999999999999997,-0.8660254037844388,43.0,17.05460317,0.0,0.0,0.0
2025-08-01,50962,18.858235446313923,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,True,False,10.0,2,2,0,1,1,0,19.38315789,19.93264706,27.92857143,23.735,26.72727273,22.41479212666667,4.782970441199369,28.158028066666663,10.331632916531802,26.725668945,7.560569717379963,-2.708136861212329,-32.476906333787646,-20.546722366488634,-29.441976228474232,0.46294428768816065,-29.437742100588142,-1.913533,0.051912,-0.8660254037844384,-0.5000000000000004,44.0,16.284595801540323,0.0,0.0,0.0
2025-09-01,50962,18.34333333,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,18.858235446313923,19.38315789,19.93264706,47.20089286,27.625,19.39134679877131,0.5372526152339693,27.345233974385653,10.924031798692111,26.069915838026162,7.894305891541205,-2.730383326583019,-7.973420315003565,-61.137740795693915,-33.598793375565606,0.04918079928129578,-29.637926551170512,-2.867387,0.102276,-1.0,-1.8369701987210297e-16,45.0,16.62615385,0.0,0.0,0.0
2025-10-01,50962,19.80727273,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,18.34333333,18.858235446313923,19.38315789,30.76789916,29.49,18.861575555437977,0.5199203267244051,22.535640719385654,5.378963756197818,25.29644361552616,8.177704722187746,7.980770853712671,2.188058532086812,-35.62357758975442,-32.83393445235673,0.09665808328329707,-21.699377860993394,-3.045596,0.107449,-0.8660254037844386,0.5000000000000001,46.0,,0.0,0.0,0.0
2025-11-01,50962,17.05460317,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,19.80727273,18.34333333,18.858235446313923,27.92857143,24.0,19.00294716877131,0.7426208680613725,20.708869647718988,3.5865753307359407,24.48954967635949,8.203965491639838,-13.897266915655793,-9.564162466040615,-38.934924714120974,-28.939153458333333,0.2070557006560885,-30.359670163868596,-4.408326,0.200765,-0.5000000000000004,0.8660254037844384,47.0,,0.0,0.0,0.0
2025-12-01,50962,16.284595801540323,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,True,False,10.0,2,2,0,1,1,0,17.05460317,19.80727273,18.34333333,19.93264706,25.23258621,18.40173641,1.3772638151249166,18.896541604385654,1.0807391045403085,23.910766607192826,8.481929670246819,-4.514953299025814,-11.223355599675388,-18.301890599269342,-35.46204235265219,1.2743721489662712,-31.8942965356803,-5.557049,0.281733,-2.4492935982947064e-16,1.0,48.0,,0.0,0.0,0.0
2026-01-01,50962,16.62615385,NetworkAdapter,Intel,,X520-DA2,Used,US,,SFP+ Adapter,Ethernet,PCIe,2,10Gb,akima,False,False,10.0,2,2,0,1,1,0,16.284595801540323,17.05460317,19.80727273,19.38315789,18.685,17.71549056718011,1.851996841084994,18.288533061309042,1.3689912411360188,23.165100739821185,8.744419016547905,2.097430311579318,-16.060357846145536,-14.22370934419499,-11.018710998126824,1.3528186196050216,-28.227578041914697,-7.577936,0.502821,0.49999999999999994,0.8660254037844387,49.0,,0.0,0.0,0.0
